book_id,user_id,rating
142,25118.81,4.24
143,24264.73,4.4
144,24896.53,4.44
145,28500.54,3.44
146,23027.36,3.91
147,26014.41,3.93
148,22269.68,3.57
149,29797.26,3.89
150,20800.2,3.99
151,25887.63,3.72
152,24557.17,3.15
153,26534.68,3.69
154,23426.09,4.0
155,21989.67,4.1
156,21184.78,3.14
157,22287.75,4.25
158,21853.91,3.87
159,25218.2,3.8
160,23785.91,3.64
161,21116.09,4.15
162,25419.08,3.92
163,30775.89,4.04
164,27208.01,3.99
165,26574.02,3.98
166,27645.73,3.42
167,25966.44,3.84
168,25634.53,4.33
169,25858.15,3.51
170,28313.84,3.41
171,22689.22,4.02
172,23676.42,3.9
173,24065.35,3.62
174,24779.69,3.11
175,26263.47,3.85
176,28034.62,3.97
177,23763.95,3.88
178,19964.62,3.76
179,22954.97,3.96
180,22766.25,3.91
181,23906.02,4.16
182,29798.0,3.31
183,28139.22,3.67
184,21387.49,4.16
185,25792.65,3.91
186,22603.67,3.57
187,24455.3,3.53
188,29164.73,4.13
189,21385.84,4.28
190,25960.88,3.96
191,26458.3,4.16
192,26777.06,4.56
193,21698.38,3.81
194,23939.03,3.24
195,21609.48,4.17
196,25084.58,3.99
197,27916.62,3.6
198,22525.44,4.11
199,25814.99,3.88
200,25276.52,4.03
201,24372.57,3.13
202,30958.67,3.21
203,29679.78,3.47
204,23298.6,3.9
205,19742.06,3.75
206,29045.93,3.59
207,25278.71,3.94
208,23109.11,4.12
209,24502.15,3.82
210,27925.91,3.56
211,23122.11,3.82
212,21634.37,3.61
213,20147.91,3.66
214,26674.55,3.71
215,24659.44,4.15
216,23189.62,4.05
217,23616.17,3.93
218,30307.43,3.45
219,21583.11,4.18
220,26145.71,3.68
221,23397.81,3.65
222,27520.71,3.94
223,25884.77,3.58
224,29914.9,3.13
225,23177.76,4.2
226,24260.86,3.68
227,25071.95,3.65
228,19988.35,3.16
229,23011.85,3.99
230,22630.26,3.94
231,22188.95,3.98
232,29094.17,3.96
233,20591.96,3.88
234,25882.07,3.94
235,21511.82,3.75
236,22591.44,4.03
237,27434.15,3.73
238,24130.11,3.51
239,25987.74,3.78
240,26036.52,3.44
241,23984.5,4.0
242,27379.38,3.68
243,24031.73,3.88
244,24378.5,3.64
245,22883.83,3.97
246,24485.46,3.24
247,24794.6,3.42
248,21994.23,3.95
249,21043.01,3.76
250,24707.83,4.29
251,22648.56,4.11
252,30471.26,3.98
253,26049.14,3.81
254,28075.38,3.19
255,22409.6,3.47
256,22656.24,3.45
257,24512.41,3.87
258,22017.68,4.12
259,27559.1,3.36
260,29165.95,3.59
261,25900.07,3.56
262,24260.48,3.91
263,23878.92,4.07
264,21877.1,3.71
265,21180.32,4.32
266,24406.23,3.66
267,21532.06,4.46
268,21843.46,3.61
269,21871.91,3.71
270,22239.99,4.17
271,22438.68,3.99
272,23618.04,4.06
273,22264.04,3.77
274,23732.9,4.03
275,25921.51,3.71
276,23243.42,3.94
277,25521.85,3.92
278,22272.51,4.42
279,23627.1,3.61
280,28056.34,3.6
281,23877.65,3.69
282,25952.42,4.01
283,28317.22,4.04
284,22686.73,3.5
285,24919.27,3.79
286,25183.73,3.49
287,20403.1,3.6
288,24868.67,3.91
289,23065.98,3.94
290,24965.03,3.68
291,21778.78,4.18
292,26880.91,3.95
293,23482.84,3.72
294,29719.88,4.0
295,27368.83,4.2
296,22153.01,4.27
297,22503.26,4.03
298,25636.22,3.66
299,26867.55,3.5
300,26212.7,4.11
301,19450.69,3.34
302,28060.02,3.7
303,25232.34,2.88
304,20050.22,3.83
305,26311.86,3.54
306,21903.42,3.62
307,27856.15,4.49
308,19379.55,3.48
309,27822.13,3.53
310,16998.87,3.3
311,24934.05,3.98
312,24416.07,4.07
313,22475.76,3.89
314,25103.76,3.69
315,26261.04,3.32
316,24943.74,4.1
317,22530.28,4.16
318,22800.19,4.01
319,31966.96,3.7
320,21537.93,3.93
321,19326.81,3.86
322,23973.55,4.12
323,22335.46,3.68
324,26214.92,4.0
325,22301.87,4.29
326,21924.92,3.51
327,28546.32,3.86
328,23112.03,3.72
329,21697.66,3.92
330,25438.89,3.99
331,20242.1,3.52
332,24488.69,3.83
333,23780.09,4.02
334,30359.7,3.82
335,20463.12,4.02
336,25848.26,3.75
337,23836.4,4.03
338,20701.84,3.58
339,22148.41,4.12
340,27719.17,3.63
341,21920.18,3.69
342,27132.11,3.15
343,24161.24,3.63
344,20988.92,4.1
345,26149.13,3.37
346,23635.56,4.01
347,23044.61,3.85
348,25869.68,3.53
349,25970.99,3.85
350,24217.39,3.73
351,30461.79,4.06
352,22668.92,3.62
353,21037.07,3.87
354,20006.88,3.58
355,25154.3,3.89
356,25911.18,3.7
357,21546.12,3.66
358,24343.89,4.17
359,24350.9,4.14
360,26588.86,3.94
361,23536.02,3.75
362,22276.11,3.95
363,31001.77,3.94
364,24485.33,4.21
365,27770.58,4.28
366,22957.14,4.2
367,24084.52,3.9
368,22745.09,3.88
369,24767.52,3.63
370,30895.01,3.59
371,21890.79,3.73
372,21770.11,4.01
373,22938.12,4.15
374,23502.02,4.04
375,20655.48,3.67
376,26650.48,3.29
377,24462.83,3.99
378,22896.15,3.91
379,23637.31,3.61
380,23107.68,3.87
381,24386.62,3.69
382,25685.66,3.68
383,19761.93,3.34
384,29136.353535353537,3.787878787878788
385,23958.51,3.91
386,20215.95,3.98
387,20866.28,3.51
388,24782.86,3.71
389,28107.35,4.1
390,23704.23,3.59
391,24709.37,4.17
392,22887.83,3.42
393,32037.92,3.98
394,28694.92,3.96
395,24061.19,3.76
396,20832.75,3.92
397,23648.94,3.54
398,17227.56,3.75
399,22524.8,3.55
400,20685.61,3.71
401,22434.12,3.63
402,23343.95,4.18
403,25003.38,3.85
404,24037.54,3.89
405,24858.46,3.91
406,25369.86,3.79
407,19968.95,3.96
408,23433.87,3.96
409,23739.81,4.25
410,20144.7,3.6
411,20055.78,3.31
412,27582.83,4.01
413,24621.07,3.9
414,21962.84,3.63
415,29567.11,3.22
416,23055.57,4.04
417,23160.85,3.81
418,27023.91,3.84
419,30476.575757575756,3.9494949494949494
420,20969.45,3.11
421,20680.95,3.69
422,22590.24,4.45
423,28492.6,3.51
424,23429.4,3.72
425,22964.13,3.53
426,19587.51,3.77
427,24040.62,4.0
428,31221.89,3.96
429,27061.85,3.8
430,20598.99,4.07
431,27588.75,3.95
432,25847.6,4.14
433,30557.86,3.8
434,29337.04,3.48
435,26335.68,3.57
436,22016.66,3.77
437,23799.78,4.03
438,21662.87,3.8
439,25656.83,3.9
440,25637.77,3.96
441,25926.43,3.81
442,22887.42,4.03
443,27147.72,3.82
444,21918.81,4.37
445,21732.36,3.72
446,29662.02,4.19
447,27857.22,3.46
448,24890.88,3.34
449,26341.81,3.46
450,27606.85,3.72
451,23514.55,3.55
452,31268.17,3.86
453,23269.54,3.62
454,22267.53,3.93
455,19131.88,3.38
456,22338.98,4.09
457,20810.13,3.6
458,27534.01,4.07
459,21652.3,4.22
460,31772.12,4.16
461,20435.76,3.84
462,25823.19,4.02
463,22394.25,3.99
464,24615.89,4.0
465,17919.38,3.55
466,28377.98,4.39
467,20581.29,3.77
468,20493.6,3.85
469,29604.07,3.58
470,27411.32,3.99
471,21110.31,3.84
472,26907.85,4.39
473,21587.5,3.6
474,28927.4,3.94
475,29393.0,3.74
476,20681.42,4.05
477,27760.78,3.69
478,25406.34,3.55
479,25002.21,3.63
480,22101.31,3.83
481,27116.87,3.87
482,24266.6,4.12
483,22525.01,3.97
484,19986.63,3.41
485,24788.89,3.79
486,26563.17,3.66
487,25903.73,3.73
488,28158.52,4.23
489,21368.02,3.94
490,19462.63,4.39
491,24974.64,3.33
492,25411.32,3.83
493,23004.04,4.19
494,22705.15,3.84
495,17352.29,3.64
496,20847.42,3.79
497,25611.86,3.94
498,23837.35,3.85
499,25035.4,3.37
500,25600.34,3.59
501,22061.06,3.41
502,26130.57,4.15
503,25005.35,3.84
504,25501.02,4.0
505,24434.48,2.92
506,30037.04,3.6
507,31043.96,4.24
508,19365.56,3.72
509,19845.71,3.27
510,24650.53,3.89
511,25032.65,3.8
512,22482.22,4.27
513,21845.47,4.19
514,18796.2,4.12
515,21454.29,4.05
516,19610.27,3.95
517,30936.91,3.6
518,22217.09,3.89
519,23591.05,3.4
520,20528.99,3.96
521,25715.38,3.75
522,28310.09,3.74
523,21040.45,4.17
524,29608.53,4.15
525,27894.55,3.91
526,24491.53,3.69
527,20637.79,3.45
528,24102.74,3.96
529,24848.23,3.48
530,22583.68,3.99
531,22023.19,3.23
532,29871.22,4.34
533,27154.22,3.21
534,21845.63,3.92
535,29104.61,3.82
536,30955.38,3.8
537,24663.89,3.84
538,23001.06,3.68
539,29497.91,3.86
540,24792.65,4.09
541,27413.7,3.91
542,24432.9,3.76
543,28362.57,4.06
544,19311.19,4.27
545,21837.33,4.11
546,20643.73,3.63
547,24316.45,3.59
548,29004.37,3.36
549,22640.0,4.05
550,21356.35,3.97
551,21402.04,3.8
552,24212.8,3.56
553,28166.12,3.68
554,23009.86,4.03
555,28067.86,4.26
556,22578.93,3.21
557,20273.03,3.61
558,21595.69,3.59
559,22982.13,3.61
560,21936.16,3.6
561,19631.5,3.98
562,28679.2,4.51
563,22119.06,3.59
564,28091.13,3.92
565,29201.18,4.06
566,23939.54,3.43
567,21131.9,3.84
568,23543.65,4.29
569,26757.13,3.67
570,21128.69,3.83
571,21812.49,3.59
572,23206.43,3.81
573,24151.34,3.25
574,21806.11,3.81
575,22248.57,3.61
576,22697.55,3.6
577,23332.87,3.84
578,24974.29,3.34
579,22514.11,4.03
580,29886.59595959596,4.03030303030303
581,30355.33,4.05
582,22670.27,3.34
583,30959.03,3.65
584,25366.72,3.49
585,30850.74,4.19
586,20283.78,3.56
587,18707.85,3.66
588,26952.57,3.92
589,30272.58,3.94
590,25606.3,3.62
591,26973.97,4.08
592,23759.65,4.14
593,23759.75,3.89
594,24782.26,3.88
595,20288.74,3.6
596,21321.77,3.54
597,24168.32,3.69
598,29174.46,3.84
599,22676.6,3.86
600,30025.95,3.39
601,28311.04,4.09
602,23799.06,3.81
603,31177.71,4.25
604,24411.14,3.61
605,21609.74,3.55
606,20148.56,3.39
607,34642.14,3.82
608,23980.62,4.18
609,26941.7,3.32
610,25619.05,4.36
611,24204.62,3.38
612,24765.7,4.21
613,21007.32,3.88
614,22746.11,3.72
615,27512.81,3.93
616,21049.51,3.65
617,23028.37,3.5
618,24924.85,3.89
619,28005.96,4.09
620,21548.66,4.0
621,18787.38,3.84
622,21065.72,3.35
623,28528.89,3.86
624,20911.05,3.49
625,19691.22,3.66
626,21622.26,4.23
627,24273.39,4.26
628,27354.93,3.74
629,21813.96,3.55
630,23680.45,3.78
631,21665.37,3.48
632,31674.01,3.82
633,23595.97,3.6
634,26129.45,3.54
635,22729.44,3.67
636,36502.73,4.22
637,23387.0,3.73
638,21643.83,3.33
639,23858.76,3.69
640,26198.14,3.4
641,23013.28,3.87
642,20157.42,3.98
643,25481.06,3.25
644,29335.01,3.98
645,31073.7,3.37
646,21925.76,3.5
647,20783.62,3.24
648,29028.91,3.67
649,19948.37,3.61
650,21847.18,3.57
651,26884.35,3.81
652,21501.75,3.52
653,18990.46,3.8
654,21872.61,3.68
655,24877.75,3.09
656,29669.7,3.37
657,19966.94,3.56
658,20435.65,3.64
659,20418.33,3.67
660,23816.54,3.23
661,22542.3,4.28
662,17856.61,4.08
663,24599.61,4.13
664,22316.47,4.0
665,22477.58,4.1
666,24256.89,3.73
667,26809.13,3.82
668,23541.85,3.75
669,18983.22,4.17
670,26795.37,3.69
671,28781.8,3.98
672,20118.2,3.94
673,21482.69,4.12
674,20295.15,3.65
675,26406.23,3.62
676,28388.6,3.49
677,25014.95,4.24
678,25953.57,4.01
679,23790.52,4.17
680,27504.26,3.67
681,19418.04,3.92
682,22009.01,3.53
683,21467.94,3.49
684,33220.15,4.05
685,29760.97,3.38
686,19087.91,3.42
687,23728.49,3.99
688,19087.43,3.96
689,22812.27,3.71
690,19576.06,3.66
691,26682.01,4.0
692,19025.5,3.53
693,23887.8,3.41
694,20386.58,3.43
695,27821.98,3.96
696,18678.03,3.71
697,21291.17,3.65
698,23958.76,3.91
699,24675.09,3.65
700,24791.42,3.89
701,21571.63,3.55
702,25667.59,3.59
703,24585.93,3.64
704,21854.08,3.81
705,25901.66,3.48
706,24611.82,3.68
707,24880.95,3.76
708,21580.79,3.45
709,21734.38,4.3
710,21581.53,3.46
711,27382.61,4.02
712,21139.71,4.02
713,27872.11,4.09
714,22419.94,3.66
715,21944.71,3.56
716,22611.89,3.56
717,33674.77,4.35
718,21087.09,3.49
719,25681.37,3.6
720,33367.04,4.03
721,27410.1,4.16
722,24929.77,3.92
723,20607.93,4.13
724,20583.81,3.42
725,25175.39,4.16
726,25966.8,4.06
727,19327.56,3.49
728,23496.2,4.04
729,26293.85,4.05
730,19951.21,3.54
731,27126.92,3.93
732,21447.57,2.91
733,22307.88,3.77
734,22186.56,4.16
735,28569.82,4.47
736,19720.5,3.8
737,21255.19,3.99
738,22333.29,4.13
739,21678.06,4.17
740,22132.85,4.3
741,14366.66,3.21
742,23259.55,4.03
743,20183.85,4.18
744,24511.2,3.91
745,24458.98,3.81
746,28974.43,4.26
747,26208.37,3.99
748,21157.17,3.48
749,23522.61,3.91
750,34854.46,3.97
751,21611.64,3.98
752,32872.53,4.36
753,25843.31,3.85
754,22997.72,3.83
755,26514.92,4.15
756,30196.77,3.66
757,22874.41,4.33
758,23224.54,3.93
759,28927.26,3.89
760,25222.51,4.24
761,21259.52,3.34
762,24699.55,4.13
763,22996.37,3.83
764,26660.58,3.62
765,19990.75,3.93
766,22233.68,4.31
767,22804.83,4.06
768,25501.02,3.88
769,25107.84,4.36
770,21748.8,3.64
771,20935.13,3.78
772,20104.83,3.54
773,21172.5,3.77
774,29812.27,4.25
775,19446.76,4.0
776,28019.69,3.93
777,16653.34,3.22
778,25191.59,3.66
779,21295.14,4.11
780,24402.05,4.55
781,23965.82,3.28
782,18493.13,3.67
783,25537.62,3.41
784,24140.36,3.78
785,24708.94,3.75
786,20281.15,4.33
787,27259.67,3.88
788,24101.5,3.77
789,24004.38,4.09
790,23492.22,3.82
791,21246.19,3.68
792,24636.41,4.24
793,22295.17,4.03
794,24068.1,3.9
795,19476.89,3.85
796,29873.05,3.95
797,25671.16,3.9
798,21012.35,4.14
799,27230.18,4.02
800,26743.04,3.86
801,18885.66,3.75
802,24353.76,3.41
803,31484.93,4.05
804,23282.09,3.74
805,27059.57,3.46
806,26710.14,4.09
807,24018.73,3.23
808,21772.44,4.05
809,28609.81,3.96
810,34345.99,4.33
811,27606.88,3.74
812,31770.36,3.79
813,25019.51,3.38
814,27122.74,3.61
815,23823.03,3.95
816,26970.05,3.59
817,28424.48,4.22
818,24587.59,3.32
819,20544.93,3.81
820,22318.61,3.81
821,24964.95,3.5
822,22230.62,3.68
823,25724.39,3.53
824,23747.52,3.58
825,22657.47,3.66
826,24384.79,3.81
827,34653.38,3.96
828,20888.56,4.13
829,23700.56,3.78
830,30188.12,3.68
831,28652.72,3.64
832,26438.24,3.65
833,21765.63,3.44
834,19635.95,3.55
835,30179.41,3.92
836,24142.91,3.73
837,25865.29,3.88
838,22021.37,3.69
839,22058.0,3.65
840,20176.75,4.19
841,26776.13,4.22
842,32137.39,4.16
843,26905.72,3.09
844,22608.95,4.01
845,28874.38,4.16
846,30731.43,4.21
847,25445.95,3.6
848,22999.74,3.86
849,26551.75,3.55
850,21467.29,3.54
851,22504.62,3.21
852,22217.48,4.22
853,25474.67,3.79
854,17952.04,3.95
855,21414.12,3.89
856,22878.98,3.83
857,22728.81,3.78
858,30507.73,4.0
859,31258.9,3.86
860,17520.05,3.92
861,27315.45,3.68
862,29414.19,4.68
863,25199.54,4.35
864,22172.39,3.98
865,25959.64,3.77
866,29538.23,3.74
867,15971.51,3.77
868,22520.21,4.06
869,19380.19,3.47
870,24756.15,4.38
871,19554.91,3.35
872,21687.47,3.73
873,23966.36,3.87
874,22373.73,3.8
875,26758.47,3.03
876,24905.2,4.18
877,24282.4,4.04
878,25301.32,4.02
879,21650.25,3.67
880,29499.26,3.67
881,22910.48,3.95
882,26466.07,3.95
883,20072.84,3.73
884,24894.26,3.76
885,21367.91,3.63
886,24811.8,3.9
887,20010.65,3.66
888,22967.77,4.22
889,26166.04,4.17
890,24165.31,4.16
891,27636.43,3.81
892,23017.28,3.67
893,32792.37,4.33
894,26168.64,4.16
895,21139.56,3.76
896,24985.7,3.82
897,25348.58,3.85
898,17764.6,3.37
899,23123.61,3.73
900,29795.73,4.09
901,19250.44,3.97
902,25848.89,4.0
903,18177.84,3.36
904,29392.89,3.35
905,21760.04,4.09
906,22241.37,3.69
907,24145.24,3.85
908,17740.37,3.06
909,28379.03,3.76
910,25891.17,4.08
911,24668.82,3.27
912,18691.5,3.97
913,28310.48,4.14
914,28008.03,4.0
915,24894.31,3.49
916,19709.6,3.45
917,28871.26,4.01
918,26519.14,3.82
919,21723.29,3.68
920,24352.35,3.74
921,27812.9,3.92
922,27901.29,3.58
923,25370.92,3.68
924,19503.04,3.29
925,22298.3,3.48
926,20632.03,3.27
927,24525.29,3.6
928,31043.33,4.02
929,22799.9,3.78
930,20434.62,3.7
931,24137.26,3.38
932,20521.71,3.72
933,27721.71,4.04
934,21516.71,3.51
935,20738.33,3.68
936,25246.06,4.09
937,21639.06,4.28
938,30586.13,3.72
939,20105.6,3.71
940,25135.88,3.74
941,21546.83,3.72
942,31942.95,3.69
943,19159.59,3.72
944,25369.06,3.53
945,30764.02,3.41
946,30110.81,3.18
947,34154.14,3.9
948,24208.72,3.84
949,24032.44,3.86
950,27403.3,4.44
951,18389.77,3.87
952,19696.63,3.47
953,25646.68,4.04
954,32959.55,3.87
955,17874.24,3.32
956,28783.79,4.27
957,27393.19,3.45
958,23275.29,4.48
959,21200.41,3.31
960,26020.71,4.06
961,20537.09,3.89
962,29223.9,3.83
963,25794.72,3.59
964,23309.21,4.38
965,29094.33,3.45
966,25016.97,3.96
967,26495.81,3.71
968,20987.02,3.41
969,21527.03,3.51
970,28560.05,3.95
971,26189.11,3.87
972,24944.7,3.71
973,19999.1,3.17
974,22966.07,3.68
975,24513.56,3.68
976,26282.25,4.5
977,22317.45,3.9
978,19985.49,3.69
979,22937.3,3.65
980,25802.7,4.13
981,25138.14,3.14
982,24065.87,4.01
983,19522.4,4.37
984,22516.49,3.72
985,22263.24,4.27
986,25144.5,3.45
987,30043.92,4.25
988,27661.15,4.07
989,29246.67,4.08
990,24833.84,3.83
991,23965.99,3.89
992,28739.81,3.47
993,21943.41,3.9
994,21995.78,4.15
995,32698.51,4.03
996,19578.01,3.94
997,22313.29,3.71
998,20315.33,4.44
999,19643.88,4.04
1000,31965.09,3.89
1001,21907.95,3.29
1002,29060.26,4.14
1003,29226.85,3.89
1004,28065.23,3.76
1005,17083.12,3.38
1006,28401.64,3.46
1007,17128.83,3.52
1008,29913.32,3.83
1009,20425.31,3.47
1010,27676.98,4.53
1011,22906.3,3.98
1012,21679.25,3.99
1013,29912.9,4.08
1014,21056.44,3.9
1015,20266.63,3.86
1016,26125.44,3.64
1017,21332.52,3.76
1018,26126.77,3.92
1019,21591.56,3.84
1020,21096.65,3.88
1021,20319.46,3.88
1022,33333.68,4.4
1023,23997.19,3.8
1024,22338.42,3.72
1025,24534.18,3.63
1026,21827.7,4.08
1027,34081.96,4.0
1028,22823.67,3.52
1029,28435.9,4.54
1030,20363.83,3.9
1031,20152.68,3.81
1032,20098.99,3.83
1033,24153.98,3.85
1034,28101.55,3.97
1035,24306.47,3.92
1036,29649.47,3.93
1037,23954.77,3.63
1038,23925.48,3.71
1039,18962.1,3.11
1040,23941.89,3.65
1041,22211.53,3.99
1042,23924.13,3.72
1043,24825.41,3.67
1044,20103.66,3.6
1045,31955.75,3.85
1046,23281.13,3.88
1047,23355.72,4.41
1048,22241.83,3.74
1049,27160.87,3.92
1050,25966.85,3.61
1051,22332.99,3.84
1052,21796.96,3.61
1053,24868.56,3.95
1054,25092.58,3.46
1055,22144.94,3.77
1056,23270.66,3.63
1057,21673.66,3.47
1058,30876.05,3.94
1059,25054.08,3.75
1060,22365.8,3.97
1061,22972.63,3.91
1062,31183.67,3.41
1063,17016.52,3.37
1064,22325.47,3.74
1065,27221.65,4.22
1066,30774.72,3.57
1067,19341.22,3.93
1068,21834.55,3.98
1069,27242.69,3.91
1070,24588.31,3.98
1071,24779.14,3.9
1072,20536.89,3.41
1073,22009.25,3.57
1074,19648.46,4.06
1075,23618.72,3.5
1076,21512.44,3.31
1077,25975.65,4.24
1078,26033.91,3.89
1079,20746.59,3.04
1080,32490.64,3.68
1081,25522.46,4.18
1082,21661.11,3.63
1083,16920.97,3.43
1084,21210.55,3.58
1085,25973.33,3.06
1086,22261.35,3.79
1087,22693.8,3.98
1088,23895.49,3.82
1089,25594.78,3.86
1090,22514.51,3.84
1091,26331.91,3.85
1092,25352.62,3.84
1093,26970.32,3.62
1094,18358.45,3.67
1095,25501.24,3.77
1096,23318.97,4.03
1097,26175.24,3.62
1098,28141.15,3.81
1099,26086.94,4.28
1100,24554.37,3.93
1101,20374.27,3.5
1102,19174.82,3.75
1103,23924.52,3.85
1104,31317.76,3.16
1105,24623.82,3.7
1106,21843.89,4.0
1107,18055.38,3.3
1108,26635.06,4.3
1109,30613.9,3.86
1110,33220.81,3.99
1111,17217.63,3.01
1112,20251.93,3.93
1113,26112.73,3.87
1114,22120.87,4.06
1115,26249.32,3.57
1116,29700.46,3.58
1117,21583.23,3.54
1118,26993.82,3.38
1119,24044.65,3.78
1120,28318.86,4.05
1121,23767.23,3.75
1122,33930.04,3.87
1123,25095.75,3.87
1124,17197.9,3.72
1125,29053.26,2.96
1126,31649.42,3.57
1127,26765.15,4.21
1128,27869.98,3.97
1129,46982.42391304348,3.880434782608696
1130,34199.88,3.96
1131,22861.62,3.81
1132,29986.41,3.52
1133,23585.18,3.78
1134,30806.66,3.88
1135,19664.03,3.72
1136,19105.34,3.82
1137,24301.65,3.6
1138,24060.91,3.82
1139,23202.0,3.39
1140,28785.28,3.7
1141,27012.62,4.02
1142,23188.58,4.05
1143,32906.76,3.68
1144,17364.32,3.85
1145,20761.5,3.43
1146,23804.11,4.24
1147,26715.0,3.45
1148,28634.58,3.97
1149,18833.78,3.49
1150,27383.58,4.01
1151,19260.07,3.99
1152,25690.21,3.55
1153,20253.75,4.2
1154,22073.91,4.21
1155,24502.54,3.79
1156,23422.92,3.74
1157,31551.82,3.5
1158,23898.47,4.25
1159,24228.89,3.71
1160,22852.53,3.85
1161,20722.92,3.91
1162,27786.75,3.21
1163,24817.89,3.86
1164,25291.64,3.79
1165,32078.91,3.81
1166,27881.75,3.69
1167,23371.77,3.87
1168,22810.84,3.81
1169,33676.79,3.98
1170,33056.17,4.24
1171,22592.22,3.63
1172,24232.29,3.78
1173,25251.12,3.52
1174,20397.08,3.37
1175,21100.49,3.96
1176,24241.32,4.12
1177,28370.09,3.82
1178,25361.13,3.8
1179,23433.39,3.83
1180,26931.144329896906,3.7628865979381443
1181,19105.62,3.99
1182,27998.58,3.8
1183,39189.61224489796,4.204081632653061
1184,22723.05,3.7
1185,20221.79,3.9
1186,22419.09,3.64
1187,19908.97,3.89
1188,23801.18,3.7
1189,27378.57,3.43
1190,20688.14,4.09
1191,25960.34,3.81
1192,26294.57,4.1
1193,24825.92,3.72
1194,27611.89,3.69
1195,24457.98,3.97
1196,19940.44,3.8
1197,31112.39,3.88
1198,23295.23,4.31
1199,23807.06,4.2
1200,29196.5,3.96
1201,19857.35,3.48
1202,23020.64,3.77
1203,33724.07,4.33
1204,23120.12,3.55
1205,19625.08,3.96
1206,24284.05,3.51
1207,29168.22,3.88
1208,22831.83,3.77
1209,28374.17,3.24
1210,17047.75,4.03
1211,25354.45,3.98
1212,21981.37,3.97
1213,23383.73,3.56
1214,23705.77,3.37
1215,25756.72,3.67
1216,21931.67,4.07
1217,20538.58,3.82
1218,24896.12,3.75
1219,29408.48,3.79
1220,19770.08,3.6
1221,17294.5,3.37
1222,19911.69,3.81
1223,26899.93,4.07
1224,28344.58,4.0
1225,24928.94,3.95
1226,19219.41,3.97
1227,28740.45,3.82
1228,27102.09,4.22
1229,23111.65,4.19
1230,29628.15,4.08
1231,19905.82,3.51
1232,19872.06,4.0
1233,25030.45,3.82
1234,24207.02,4.06
1235,29029.5,4.13
1236,18570.84,3.63
1237,23263.15,3.8
1238,17027.48,3.81
1239,20295.31,3.93
1240,35391.41,4.26
1241,25151.63,3.95
1242,21914.81,3.67
1243,26896.54,3.97
1244,24675.15,3.6
