book_id,id,work_id,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
1617,87.0,265616.0,1958.0,4.3,691231.0,707879.0,22001.0,7761.0,18539.0,90575.0,230227.0,360777.0
1618,60.0,4259809.0,2003.0,3.85,867553.0,915790.0,35796.0,21049.0,58117.0,218218.0,355925.0,262481.0
1622,248.0,894834.0,1595.0,3.94,334241.0,361510.0,5724.0,5598.0,20498.0,84388.0,130051.0,120975.0
1624,4691.0,192528.0,1942.0,4.18,19738.0,21928.0,2226.0,268.0,712.0,3554.0,7631.0,9763.0
1625,855.0,3267921.0,1601.0,3.97,119607.0,128893.0,2615.0,1494.0,6329.0,29985.0,47546.0,43539.0
1627,6066.0,1795113.0,1997.0,3.93,19871.0,21992.0,1616.0,417.0,1250.0,4943.0,8306.0,7076.0
1633,1078.0,5759.0,2001.0,3.98,75665.0,82166.0,3586.0,2135.0,4336.0,16752.0,28650.0,30293.0
1635,4823.0,1436710.0,2009.0,3.83,18065.0,18545.0,313.0,502.0,1362.0,4635.0,6322.0,5724.0
1715,2366.0,2870411.0,8.0,4.03,42590.0,47948.0,1121.0,680.0,2239.0,10119.0,16766.0,18144.0
1823,8930.0,5946.0,2001.0,3.94,9081.0,11362.0,833.0,71.0,394.0,2648.0,5284.0,2965.0
1824,9949.0,819599.0,2004.0,3.58,8245.0,10662.0,1025.0,235.0,976.0,3538.0,4152.0,1761.0
1842,408.0,2138852.0,1997.0,4.0,171558.0,185443.0,7872.0,4352.0,9752.0,35299.0,68549.0,67491.0
1845,82.0,3284484.0,1996.0,3.94,647684.0,665377.0,17299.0,19229.0,35567.0,135199.0,248287.0,227095.0
1846,1625.0,5967.0,2001.0,3.93,50215.0,52613.0,1581.0,2397.0,3616.0,9966.0,16037.0,20597.0
1848,1487.0,2969000.0,1991.0,4.23,60193.0,67548.0,4426.0,921.0,1940.0,9406.0,23802.0,31479.0
1849,5013.0,2834249.0,2006.0,3.99,18529.0,20172.0,959.0,192.0,740.0,4446.0,8588.0,6206.0
1852,375.0,3252320.0,1903.0,3.83,223932.0,248795.0,6770.0,6366.0,16636.0,62853.0,90382.0,72558.0
1869,508.0,1840613.0,2001.0,3.6,152786.0,157470.0,5723.0,10628.0,14572.0,40395.0,53783.0,38092.0
1875,6820.0,5991.0,1976.0,4.03,12565.0,13935.0,548.0,201.0,630.0,2708.0,5339.0,5057.0
1885,10.0,3060926.0,1813.0,4.24,2035490.0,2191465.0,49152.0,54700.0,86485.0,284852.0,609755.0,1155673.0
1897,6251.0,809841.0,1990.0,3.97,14010.0,15074.0,499.0,108.0,472.0,3588.0,6525.0,4381.0
1898,236.0,1816662.0,1997.0,4.11,291258.0,301593.0,10439.0,8041.0,10286.0,46060.0,112601.0,124605.0
1911,969.0,711993.0,2005.0,3.66,78271.0,83905.0,3277.0,3342.0,7529.0,22896.0,30500.0,19638.0
1934,42.0,3244642.0,1868.0,4.04,1257121.0,1314293.0,17090.0,31645.0,70011.0,250794.0,426280.0,535563.0
1953,83.0,2956372.0,1859.0,3.81,637412.0,677713.0,13093.0,28904.0,55555.0,153305.0,216378.0,223571.0
1990,8357.0,901325.0,1844.0,3.82,11784.0,12637.0,424.0,366.0,909.0,3134.0,4410.0,3818.0
2002,9048.0,8621948.0,2001.0,4.4,10736.0,11732.0,185.0,106.0,304.0,1548.0,2595.0,7179.0
2049,8850.0,1616.0,1942.0,4.08,11080.0,12235.0,535.0,41.0,236.0,2427.0,5534.0,3997.0
2050,4444.0,1263111.0,1940.0,4.17,21864.0,24020.0,1145.0,87.0,505.0,4045.0,10063.0,9320.0
2052,1160.0,1222673.0,1939.0,4.04,84489.0,90652.0,3884.0,1521.0,4056.0,17190.0,34743.0,33142.0
2054,4443.0,998106.0,1953.0,4.23,22503.0,24917.0,1509.0,123.0,514.0,3745.0,9786.0,10749.0
2067,8915.0,598404.0,2006.0,3.89,8381.0,9366.0,383.0,312.0,573.0,2006.0,3457.0,3018.0
2068,8375.0,1835.0,1995.0,4.03,11090.0,11292.0,222.0,276.0,592.0,2164.0,3717.0,4543.0
2094,4119.0,16552333.0,2005.0,4.19,19838.0,22637.0,888.0,228.0,574.0,3555.0,8647.0,9633.0
2095,3696.0,1978857.0,2001.0,4.13,23596.0,25207.0,644.0,197.0,793.0,4505.0,9792.0,9920.0
2122,287.0,3331807.0,1943.0,3.85,244545.0,254976.0,10198.0,18158.0,18720.0,44131.0,76424.0,97543.0
2137,6889.0,1216429.0,1990.0,3.89,13228.0,14967.0,780.0,256.0,896.0,3615.0,5657.0,4543.0
2142,6961.0,54935.0,2002.0,4.17,12037.0,14057.0,747.0,143.0,482.0,2445.0,4810.0,6177.0
2152,2136.0,3498000.0,2004.0,3.07,53128.0,56833.0,3866.0,4240.0,12024.0,21969.0,12944.0,5656.0
2156,230.0,2534720.0,1817.0,4.13,365425.0,402359.0,13117.0,6688.0,15653.0,71218.0,133222.0,175578.0
2159,3123.0,1734580.0,2004.0,3.83,19726.0,26245.0,3036.0,663.0,1851.0,6174.0,10056.0,7501.0
2165,130.0,69741.0,1952.0,3.73,520630.0,574328.0,16716.0,28645.0,52583.0,136217.0,186747.0,170136.0
2175,560.0,2766347.0,1856.0,3.64,158877.0,186553.0,7617.0,7682.0,18771.0,51707.0,62328.0,46065.0
2183,7952.0,314156.0,1869.0,3.83,11642.0,13782.0,510.0,395.0,1121.0,3229.0,4718.0,4319.0
2187,115.0,1352495.0,2002.0,3.98,488243.0,507998.0,20880.0,19329.0,30503.0,89740.0,171099.0,197327.0
2199,870.0,2861004.0,2005.0,4.3,102923.0,107944.0,5875.0,3306.0,3095.0,11140.0,31184.0,59219.0
2203,366.0,963375.0,2001.0,4.05,215780.0,220127.0,5334.0,11255.0,10372.0,30772.0,70601.0,97127.0
2255,2439.0,856599.0,1980.0,4.13,34136.0,36716.0,1579.0,727.0,1749.0,6140.0,11511.0,16589.0
2265,2650.0,2468379.0,1999.0,3.72,31963.0,33545.0,1881.0,1222.0,2315.0,9062.0,12918.0,8028.0
2279,2174.0,1732395.0,1992.0,4.15,53088.0,54704.0,1767.0,1869.0,2168.0,7817.0,17033.0,25817.0
2368,5180.0,54350.0,1981.0,4.1,18321.0,18950.0,1073.0,422.0,706.0,3092.0,7000.0,7730.0
2371,7738.0,1391380.0,1968.0,4.11,11691.0,13740.0,1202.0,121.0,351.0,2442.0,5842.0,4984.0
2372,8721.0,1025700.0,1977.0,4.19,9349.0,11891.0,1052.0,118.0,329.0,1796.0,4567.0,5081.0
2373,726.0,2589896.0,1997.0,4.18,120541.0,125250.0,1785.0,1165.0,3101.0,20494.0,47836.0,52654.0
2430,7645.0,2758207.0,1997.0,3.95,11696.0,11850.0,145.0,157.0,422.0,2944.0,4698.0,3629.0
2442,2489.0,929672.0,1991.0,4.2,47875.0,54661.0,1345.0,154.0,1181.0,9481.0,20682.0,23163.0
2493,298.0,3234863.0,1895.0,3.87,276076.0,303730.0,7353.0,3570.0,16119.0,81773.0,118129.0,84139.0
2517,3048.0,2150886.0,1998.0,3.83,27314.0,33212.0,3006.0,1012.0,2554.0,7479.0,12290.0,9877.0
2526,653.0,3213039.0,1995.0,4.08,98738.0,133257.0,11061.0,2960.0,6745.0,21616.0,47839.0,54097.0
2528,7651.0,1030699.0,1997.0,3.88,9520.0,12630.0,920.0,202.0,745.0,3074.0,5005.0,3604.0
2530,8532.0,1517.0,1982.0,3.9,5321.0,11867.0,589.0,296.0,818.0,2542.0,4360.0,3851.0
2547,489.0,2938937.0,1923.0,4.22,142641.0,164552.0,6263.0,2748.0,6601.0,24667.0,47472.0,83064.0
2612,127.0,2124255.0,2000.0,3.92,490504.0,499066.0,10895.0,15111.0,25871.0,106453.0,189120.0,162511.0
2615,3661.0,1468535.0,1997.0,4.0,21997.0,24443.0,681.0,837.0,1281.0,4400.0,8442.0,9483.0
2623,160.0,2612809.0,1860.0,3.75,459247.0,507187.0,12311.0,22811.0,44293.0,120385.0,170702.0,148996.0
2657,4.0,3275794.0,1960.0,4.25,3198671.0,3340896.0,72586.0,60427.0,117415.0,446835.0,1001952.0,1714267.0
2666,1739.0,1080201.0,1987.0,3.81,52062.0,56076.0,2133.0,1413.0,4001.0,13674.0,21544.0,15444.0
2677,8906.0,2854559.0,1729.0,4.04,12499.0,12988.0,168.0,141.0,514.0,2764.0,4782.0,4787.0
2696,646.0,986234.0,1390.0,3.48,148480.0,158661.0,2615.0,6795.0,19618.0,52875.0,48893.0,30480.0
2715,2498.0,73206.0,2002.0,3.73,39402.0,40735.0,2640.0,1381.0,3530.0,10799.0,14127.0,10898.0
2743,1897.0,23673.0,1997.0,4.08,46847.0,50258.0,2495.0,510.0,2068.0,10426.0,17223.0,20031.0
2744,666.0,1007964.0,2005.0,4.0,137639.0,153465.0,7758.0,1219.0,5671.0,32195.0,66653.0,47727.0
2748,4510.0,851428.0,1995.0,3.88,19516.0,21243.0,808.0,290.0,1316.0,5267.0,8251.0,6119.0
2767,663.0,2185591.0,1980.0,4.07,137372.0,142326.0,4320.0,6435.0,6926.0,21522.0,42751.0,64692.0
2784,462.0,2507145.0,1972.0,3.75,155658.0,156859.0,790.0,13276.0,13342.0,32193.0,39251.0,58797.0
2794,1797.0,1477756.0,1966.0,3.7,48692.0,54779.0,3489.0,2227.0,5166.0,13618.0,19312.0,14456.0
2839,245.0,2237401.0,1977.0,3.98,337644.0,353474.0,9270.0,8287.0,20081.0,74409.0,119504.0,131193.0
2865,148.0,3358875.0,1999.0,3.85,467577.0,492177.0,8011.0,11525.0,28287.0,123463.0,189656.0,139246.0
2872,6299.0,2220311.0,2001.0,3.55,18465.0,19931.0,1260.0,395.0,2050.0,7071.0,6992.0,3423.0
2873,4842.0,1294261.0,1997.0,3.65,23484.0,24715.0,1554.0,448.0,2266.0,7840.0,9042.0,5119.0
2879,5523.0,6783.0,2004.0,4.41,17078.0,17168.0,62.0,179.0,460.0,2037.0,3934.0,10558.0
2880,720.0,1854946.0,2002.0,4.21,120004.0,120433.0,890.0,2644.0,5380.0,18982.0,30554.0,62873.0
2915,6755.0,6815.0,1991.0,3.77,14198.0,16545.0,891.0,233.0,1225.0,5077.0,5558.0,4452.0
2932,478.0,604666.0,1719.0,3.66,178188.0,196865.0,4603.0,6429.0,18126.0,58497.0,67140.0,46673.0
2956,58.0,1835605.0,1884.0,3.8,953758.0,1001491.0,12448.0,28467.0,76630.0,255722.0,344356.0,296316.0
2978,8838.0,1180015.0,1933.0,3.9,10907.0,13070.0,1093.0,147.0,663.0,3367.0,5032.0,3861.0
2998,93.0,3186437.0,1911.0,4.12,639357.0,692249.0,13054.0,8005.0,25207.0,129646.0,243821.0,285570.0
3008,540.0,1313599.0,1905.0,4.2,199872.0,215833.0,5128.0,2653.0,6227.0,35428.0,73488.0,98037.0
3028,9732.0,6894.0,1946.0,4.22,9028.0,10129.0,823.0,200.0,393.0,1425.0,3069.0,5042.0
3049,3022.0,2954048.0,1390.0,3.68,36477.0,42642.0,1159.0,726.0,3617.0,13667.0,15046.0,9586.0
3061,3499.0,6924.0,1941.0,3.88,30880.0,30957.0,50.0,1709.0,2349.0,6567.0,7798.0,12534.0
3087,829.0,4574872.0,1908.0,3.91,109994.0,122055.0,3969.0,2113.0,7241.0,28787.0,45563.0,38351.0
3102,1949.0,1902726.0,1910.0,3.95,52006.0,58759.0,1930.0,1006.0,3045.0,13142.0,22192.0,19374.0
3103,6128.0,2394184.0,1971.0,4.02,16301.0,18288.0,940.0,220.0,779.0,3829.0,7075.0,6385.0
